URL,Status,Response Code,Protocol,Method,Content-Type,Client Address,Remote Address,Exception,Request Start Time,Request End Time,Response Start Time,Response End Time,Duration (ms),DNS Duration (ms),Connect Duration (ms),SSL Duration (ms),Request Duration (ms),Response Duration (ms),Latency (ms),Speed (KB/s),Request Speed (KB/s),Response Speed (KB/s),Request Header Size (bytes),Request Body Size (bytes),Response Header Size (bytes),Response Body Size (bytes),Request Compression,Response Compression
http://123.125.46.45/live-pk/v1/ranking/grade_list?timeToPreventCaching=1618199092780,COMPLETE,200,http,GET,application/json;charset=UTF-8,/192.168.112.44,123.125.46.45/123.125.46.45,,12 四月 2021 11:44:54,12 四月 2021 11:44:54,12 四月 2021 11:44:55,12 四月 2021 11:44:55,48,0,0,,0,0,48,59.12207,0.0,0.0,978,,472,1456,,71.1%
http://27.221.54.160/lamia-tags-web/v1/fans/icon/all,COMPLETE,200,http,GET,application/json;charset=UTF-8,/192.168.112.44,27.221.54.160/27.221.54.160,,12 四月 2021 11:44:54,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,78,0,32,,0,0,46,25.728516,0.0,0.0,943,,569,543,,71.6%
https://27.221.54.160,COMPLETE,-1,https,CONNECT,,/192.168.112.44,27.221.54.160/27.221.54.160,,12 四月 2021 11:44:55,,,12 四月 2021 11:44:56,1265,0,0,,,,,6.4814453,,,120,1845,0,6431,,
https://t.appsflyer.com,EXCEPTION,0,https,CONNECT,,/192.168.112.44,t.appsflyer.com/52.85.202.87,java.io.EOFException,12 四月 2021 11:44:55,,,12 四月 2021 11:45:25,30306,0,156,,,,,0.022460938,,,190,517,,,,
http://140.207.214.244/ting/feed/ts-1618199092863?device=android&name=find_native&network=WIFI&operator=0&version=6.6.21&xt=1618199092862,COMPLETE,200,http,GET,application/json;charset=UTF-8,/192.168.112.44,140.207.214.244/140.207.214.244,,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,109,0,31,,0,0,78,13.958008,0.0,0.0,1024,,414,120,,-36.4%
http://gslbtx.ximalaya.com/linkeye-cloud/checkIP?domain=adse.ximalaya.com&ip=211.95.35.137,COMPLETE,200,http,GET,text/plain;charset=UTF-8,/192.168.112.44,gslbtx.ximalaya.com/118.25.119.177,,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,47,,,,0,0,47,26.657227,0.0,0.0,956,,294,33,,
http://gslbtx.ximalaya.com/linkeye-cloud/checkIP?domain=adse.ximalaya.com&ip=211.95.35.135,COMPLETE,200,http,GET,text/plain;charset=UTF-8,/192.168.112.44,gslbtx.ximalaya.com/118.25.119.177,,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,47,,,,0,0,47,26.657227,0.0,0.0,956,,294,33,,
https://plbslog.umeng.com,COMPLETE,-1,https,CONNECT,,/192.168.112.44,plbslog.umeng.com/203.119.207.251,,12 四月 2021 11:44:55,,,12 四月 2021 11:45:35,40453,0,16,,,,,0.390625,,,194,2336,0,13661,,
http://gslbtx.ximalaya.com/linkeye-cloud/checkIP?domain=adse.ximalaya.com&ip=211.95.35.136,COMPLETE,200,http,GET,text/plain;charset=UTF-8,/192.168.112.44,gslbtx.ximalaya.com/118.25.119.177,,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,46,,,,0,0,46,27.237305,0.0,0.0,956,,294,33,,
http://123.125.110.154/xchat-login/queryaddr/ts-1618199093177?userId=195711234&version=2,COMPLETE,200,http,GET,text/plain,/192.168.112.44,123.125.110.154/123.125.110.154,,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,78,0,15,,0,0,63,20.908203,0.0,0.0,975,,475,220,,60.6%
http://27.221.54.160/discovery-feed/v3/mix/ts-1618199093219?appid=0&categoryId=-2&code=43_110000_1100&device=android&deviceId=654a4727-11c8-3cbf-8263-eec0d985e68a&giftTag=0&network=wifi&offset=0&onlyBody=false&operator=0&scale=1&topBuzzVersion=1&uid=195711234&version=6.6.21,COMPLETE,200,http,GET,application/json;charset=utf-8,/192.168.112.44,27.221.54.160/27.221.54.160,,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,296,,,,0,78,218,96.728516,0.0,352.48828,1165,,384,27770,,72.4%
http://27.221.54.160/dog-portal/check/resource/1618199093283,COMPLETE,200,http,POST,application/json;charset=UTF-8,/192.168.112.44,27.221.54.160/27.221.54.160,,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,156,0,15,,0,0,141,12.9140625,0.0,0.0,1022,119,476,446,,45.3%
http://27.221.54.160/dog-portal/check/scheme/1618199093315,COMPLETE,200,http,POST,application/json;charset=UTF-8,/192.168.112.44,27.221.54.160/27.221.54.160,,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,234,0,16,,0,0,218,7.1396484,0.0,0.0,1020,100,476,115,,-21.1%
http://27.221.54.160/firework-portal/native?appId=1,COMPLETE,200,http,POST,application/json;charset=UTF-8,/192.168.112.44,27.221.54.160/27.221.54.160,,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,250,0,0,,0,0,250,7.7265625,0.0,0.0,990,409,475,104,,-31.6%
http://mobile.ximalaya.com/dog-portal/check/6/1618199093410,COMPLETE,200,http,POST,application/json;charset=UTF-8,/192.168.112.44,mobile.ximalaya.com/123.125.110.154,,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,297,16,0,,0,0,281,9.094727,0.0,0.0,220,355,382,1809,,70.2%
http://27.221.54.160/pns-portal/pns/xiaomi/bind/v2,COMPLETE,200,http,POST,text/plain;charset=ISO-8859-1,/192.168.112.44,27.221.54.160/27.221.54.160,,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,234,,,,0,0,234,7.0566406,0.0,0.0,1012,322,338,19,,
http://27.221.54.160/nuwa-portal/check/h5/1618199093329?packageName=com.ximalaya.ting.android&signature=b467e1aff13298641bcb2ae90188a43e,COMPLETE,200,http,GET,application/json;charset=UTF-8,/192.168.112.44,27.221.54.160/27.221.54.160,,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,62,0,15,,0,0,47,31.72168,0.0,0.0,1045,,475,494,,52.0%
http://123.125.110.164/jointvip/app/popBox?isIos=false&userId=195711234,COMPLETE,301,http,GET,text/html,/192.168.112.44,123.125.110.164/123.125.110.164,,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,12 四月 2021 11:44:55,33,0,0,,0,0,33,44.566406,0.0,0.0,952,,315,239,,
https://account.xiaomi.com,COMPLETE,-1,https,CONNECT,,/192.168.112.44,account.xiaomi.com/123.125.102.197,,12 四月 2021 11:44:56,,,12 四月 2021 11:46:01,65447,15,0,,,,,0.111328125,,,196,1417,0,5861,,
https://m.ximalaya.com,COMPLETE,-1,https,CONNECT,,/192.168.112.44,m.ximalaya.com/123.125.110.164,,12 四月 2021 11:44:56,,,12 四月 2021 11:44:57,987,0,0,,,,,11.098633,,,122,1595,0,9501,,
https://140.207.214.244,COMPLETE,-1,https,CONNECT,,/192.168.112.44,140.207.214.244/140.207.214.244,,12 四月 2021 11:44:56,,,12 四月 2021 11:44:57,1049,0,16,,,,,7.9697266,,,124,2318,0,6119,,
http://140.207.214.244/api/v1/adRealTime,COMPLETE,200,http,POST,text/plain;charset=UTF-8,/192.168.112.44,140.207.214.244/140.207.214.244,,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,156,0,31,,0,0,125,12.3125,0.0,0.0,1008,441,452,66,86.8%,-153.8%
http://imagev2.xmcdn.com/storages/bd53-audiofreehighqps/1C/D3/CMCoOSMDwdg2AAOLNwB2aZSV.jpeg!op_type=5&upload_type=album&device_type=android&name=large&magick=webp,COMPLETE,200,http,GET,image/webp,/192.168.112.44,imagev2.xmcdn.com/116.136.135.106,,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,94,0,31,,0,32,31,177.2041,0.0,511.93164,282,,719,16056,,
http://imagev2.xmcdn.com/group62/M08/CD/C3/wKgMcV0CQHPxzBPOAAEtzKg6hfg916.jpg!op_type=5&upload_type=album&device_type=android&name=large&magick=webp,COMPLETE,200,http,GET,image/webp,/192.168.112.44,imagev2.xmcdn.com/116.136.135.106,,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,94,0,31,,0,16,47,102.16504,0.0,583.8623,268,,716,8850,,
https://open.account.xiaomi.com,COMPLETE,-1,https,CONNECT,,/192.168.112.44,open.account.xiaomi.com/111.202.0.84,,12 四月 2021 11:44:56,,,12 四月 2021 11:46:01,65385,0,0,,,,,0.12011719,,,206,1788,0,6093,,
https://211.95.35.116,COMPLETE,-1,https,CONNECT,,/192.168.112.44,211.95.35.116/211.95.35.116,,12 四月 2021 11:44:56,,,12 四月 2021 11:44:57,1018,0,32,,,,,6.2265625,,,120,2807,0,3564,,
http://mobile.ximalaya.com/dog-portal/check/10/1618199093319,COMPLETE,200,http,POST,application/json;charset=UTF-8,/192.168.112.44,mobile.ximalaya.com/123.125.110.154,,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,156,15,0,,0,0,141,19.643555,0.0,0.0,1014,213,382,1529,,61.3%
http://27.221.54.160/messenger-web/v1/notify/count,COMPLETE,200,http,GET,application/json;charset=UTF-8,/192.168.112.44,27.221.54.160/27.221.54.160,,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,62,0,15,,0,0,47,23.87793,0.0,0.0,938,,504,74,,-21.3%
https://112.65.44.35,COMPLETE,-1,https,CONNECT,,/192.168.112.44,112.65.44.35/112.65.44.35,,12 四月 2021 11:44:56,,,12 四月 2021 11:44:57,347,0,31,,,,,25.305664,,,118,3219,0,5655,,
http://27.221.54.160/chaos-notice-web/v1/message/preview/list?onlyNeedUnreadCount=true,COMPLETE,200,http,GET,application/json;charset=UTF-8,/192.168.112.44,27.221.54.160/27.221.54.160,,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,63,0,16,,0,0,47,24.026367,0.0,0.0,974,,471,105,,42.9%
http://27.221.54.160/mobile/v1/no_read/ts-1618199094526?code=43_110000_1100&device=android&squareTabLastReadMillisecond=1617622772783&uid=195711234&version=6.6.21,COMPLETE,200,http,GET,text/plain;charset=UTF-8,/192.168.112.44,27.221.54.160/27.221.54.160,,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,62,0,16,,0,0,46,28.61914,0.0,0.0,1050,,547,220,,34.5%
http://27.221.54.160/mobile/homePage/entrance/ts-1618199094706?version=6.6.21,COMPLETE,200,http,GET,application/json;charset=UTF-8,/192.168.112.44,27.221.54.160/27.221.54.160,,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,47,,,,0,0,47,83.63086,0.0,0.0,965,,454,2606,,81.8%
http://hybrid.ximalaya.com/adopt/api/userActionJson?condition=-3,COMPLETE,200,http,GET,application/json,/192.168.112.44,hybrid.ximalaya.com/123.125.110.154,,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,63,16,0,,0,0,47,26.45996,0.0,0.0,946,,269,492,,22.2%
https://ulogs.umeng.com,COMPLETE,-1,https,CONNECT,,/192.168.112.44,ulogs.umeng.com/203.119.207.251,,12 四月 2021 11:44:56,,,12 四月 2021 11:45:37,40316,0,16,,,,,0.55566406,,,190,9191,0,13590,,
http://27.221.54.160/subscribe/v2/subscribe/home/recommend,COMPLETE,200,http,GET,application/json;charset=UTF-8,/192.168.112.44,27.221.54.160/27.221.54.160,,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:57,12 四月 2021 11:44:57,63,,,,0,9,54,23.71582,0.0,63.367188,946,,525,59,,-78.8%
http://imagev2.xmcdn.com/group61/M0A/7C/F3/wKgMZl0wBcnxgorbAABWZX_GLtM979.jpg!op_type=5&upload_type=header&device_type=android&name=web_x_large&magick=webp,COMPLETE,200,http,GET,image/webp,/192.168.112.44,imagev2.xmcdn.com/116.136.135.106,,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,46,0,15,,0,0,31,53.26465,0.0,0.0,275,,608,1626,,
http://123.125.46.30/starwar/lottery/task/gold-coin,COMPLETE,200,http,GET,application/json,/192.168.112.44,123.125.46.30/123.125.46.30,,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:57,12 四月 2021 11:44:57,144,0,0,,0,0,144,9.636719,0.0,0.0,934,,352,135,,-5.5%
http://27.221.54.160/mobile-user/homePage?coinSwitch1=false&curAnchorGrade=&date=20210412&device=android&playDuration=93&timestamp=1618199094763&uid=195711234,COMPLETE,200,http,GET,text/plain;charset=UTF-8,/192.168.112.44,27.221.54.160/27.221.54.160,,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:57,39,,,,0,7,32,94.80078,0.0,382.2539,1046,,488,2252,,50.3%
http://116.136.135.106/group73/M03/D4/4F/wKgO216Wo9yCoiH5AAFjS8uThjw906.png,COMPLETE,200,http,GET,image/png,/192.168.112.44,116.136.135.106/116.136.135.106,,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:56,12 四月 2021 11:44:57,269,0,16,,0,237,16,334.25977,0.0,378.59277,194,,925,90955,,
http://imagev2.xmcdn.com/storages/d58c-audiofreehighqps/C3/01/CMCoOSID7tdvAAAISQCC6B1x.png!op_type=0&magick=webp,COMPLETE,200,http,GET,image/webp,/192.168.112.44,imagev2.xmcdn.com/116.136.135.106,,12 四月 2021 11:44:56,12 四月 2021 11:44:57,12 四月 2021 11:44:57,12 四月 2021 11:44:57,67,0,8,,1,0,58,30.25879,226.5625,0.0,232,,720,1124,,
http://imagev2.xmcdn.com/storages/08bf-audiofreehighqps/2D/4E/CMCoOSUD7teMAAAJJQCC6Cnz.png!op_type=0&magick=webp,COMPLETE,200,http,GET,image/webp,/192.168.112.44,imagev2.xmcdn.com/116.136.135.106,,12 四月 2021 11:44:56,12 四月 2021 11:44:57,12 四月 2021 11:44:57,12 四月 2021 11:44:57,67,0,9,,1,0,57,35.796875,226.5625,0.0,232,,722,1502,,
http://imagev2.xmcdn.com/storages/3d9d-audiofreehighqps/C6/96/CMCoOSMD7tfaAAAKpwCC6FXL.png!op_type=0&magick=webp,COMPLETE,200,http,GET,image/webp,/192.168.112.44,imagev2.xmcdn.com/116.136.135.106,,12 四月 2021 11:44:57,12 四月 2021 11:44:57,12 四月 2021 11:44:57,12 四月 2021 11:44:57,68,,,,1,16,51,45.35254,226.5625,178.58887,232,,720,2206,,
http://imagev2.xmcdn.com/storages/7989-audiofreehighqps/A3/4F/CMCoOSED7treAAAJuACC6ciY.png!op_type=0&magick=webp,COMPLETE,200,http,GET,image/webp,/192.168.112.44,imagev2.xmcdn.com/116.136.135.106,,12 四月 2021 11:44:57,12 四月 2021 11:44:57,12 四月 2021 11:44:57,12 四月 2021 11:44:57,31,,,,0,0,31,78.94336,0.0,0.0,232,,722,1552,,
http://imagev2.xmcdn.com/storages/cdd1-audiofreehighqps/D3/86/CMCoOR8D7tg1AAALLACC6IhV.png!op_type=0&magick=webp,COMPLETE,200,http,GET,image/webp,/192.168.112.44,imagev2.xmcdn.com/116.136.135.106,,12 四月 2021 11:44:57,12 四月 2021 11:44:57,12 四月 2021 11:44:57,12 四月 2021 11:44:57,47,,,,0,0,47,69.79297,0.0,0.0,232,,721,2406,,
http://imagev2.xmcdn.com/storages/1b26-audiofreehighqps/58/2D/CMCoOR8D7thdAAAIdwCC6J0u.png!op_type=0&magick=webp,COMPLETE,200,http,GET,image/webp,/192.168.112.44,imagev2.xmcdn.com/116.136.135.106,,12 四月 2021 11:44:57,12 四月 2021 11:44:57,12 四月 2021 11:44:57,12 四月 2021 11:44:57,31,,,,0,0,31,82.69238,0.0,0.0,232,,721,1672,,
https://ulogs.umeng.com,COMPLETE,-1,https,CONNECT,,/192.168.112.44,ulogs.umeng.com/203.119.207.251,,12 四月 2021 11:44:57,,,12 四月 2021 11:45:37,40437,0,16,,,,,0.42382812,,,190,3621,0,13740,,
http://imagev2.xmcdn.com/storages/525a-audiofreehighqps/03/4C/CMCoOR4EOakCAAARagCY1t_o.png!op_type=0&magick=webp,COMPLETE,200,http,GET,image/webp,/192.168.112.44,imagev2.xmcdn.com/116.136.135.106,,12 四月 2021 11:44:57,12 四月 2021 11:44:57,12 四月 2021 11:44:57,12 四月 2021 11:44:57,31,,,,0,0,31,80.39258,0.0,0.0,232,,722,1598,,
